step,start_time,end_time
service_announced,3.892183303833008e-05,2.963310790061951
bid_offered,2.9634376525878907,8.275554156303405
winner_choosen,8.275567281246186,11.967032527923584
deployment,11.976137828826904,48.433446204662324
confirm_deployment,48.4334521651268,52.76587079763412
