step,start_time,end_time
service_announced,4.934072494506836e-05,2.7983400225639343
bid_offered,2.7984991669654846,5.958497083187103
winner_choosen,5.958509945869446,8.84520536661148
deployment,8.85602947473526,45.30273426771164
confirm_deployment,45.30274091958999,48.077786600589754
