step,start_time,end_time
service_announced,4.813671112060547e-05,11.090994048118592
bid_offered,11.091134619712829,31.660591745376585
winner_choosen,31.66060937643051,51.080044221878055
deployment,51.092145717144014,87.62054042816162
confirm_deployment,87.62054768800735,91.69263904094696
