step,start_time,end_time
service_announced,6.227493286132274e-05,5.769277942180634
bid_offered,5.769432938098907,16.857476937770844
winner_choosen,16.857493364810942,25.757544922828675
deployment,25.766680741310118,62.209863293170926
confirm_deployment,62.20986928939819,67.04884324073791
